Category1,Category2,Category3,Name,Price,Description,Variation,Rating,No_of_reviews
Makeup,Foundation,,RESIST ANTI-AGING SERUM FOUNDATION - MATTE,52.00,"A complexion-enhancing, matte finish liquid foundation with research-based anti-aging ingredients that help skin look visibly smoother and younger.
Highly pigmented formula diffuses imperfections
Antioxidants & ceramides provide anti-aging benefits
Soft-focus matte finish
Medium, buildable coverage
Why is it different?
Resist Anti-Aging Serum Foundation contains an exclusive blend of ingredients including replenishing ceramides and antioxidants like green tea. Together with complexion-enhancing natural pigments, it diffuses imperfections and visibly softens and improves signs of aging. You get an array of anti-aging benefits in a lightweight, silky texture that suspends over fine lines and smooths uneven skin tone for a soft-focus, long-wearing, smooth matte finish.

All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.

What does it do?
Combines the benefits of a skin-smoothing foundation with the anti-aging benefits of a beautifully formulated serum.

How to use
During the day, apply over your daytime moisturizer with SPF; for evening makeup application, apply over your nighttime moisturizer. Using a makeup sponge, clean fingertips, or foundation brush, blend foundation with short, downward strokes. Can be applied around the eye area. Layer as needed to increase amount of coverage. Follow with the rest of your makeup routine.
KEY INGREDIENTS
Adenosine, Palmitoyl Hexapeptide-12, Tribehenin, Glycerin, Resveratrol, Retinyl Palmitate, Montmorillonite, PEG-10 Phytosterol, Allantoin, Camellia Sinensis
PRODUCT INGREDIENTS
Isododecane (texture enhancer), Water (Aqua), Hydrogenated Polydecene (emollient), Tricaprylin (texture enhancer), Nylon-12, Quaternium-90 Bentonite (absorbents), Butylene Glycol (texture enhancer/hydration), Dimethicone (texture enhancer), Cetyl PEG/PPG-10/1 Dimethicone (skin softening), Polyglyceryl-3 Diisostearate (emollient), Magnesium Sulfate (thickener) , Resveratrol (grape-derived antioxidant), Glycyrrhetinic Acid (skin soothing), Retinyl Palmitate (vitamin A/antioxidant), Adenosine (skin-restoring ingredient), Camellia Sinensis Leaf Extract (antioxidant), Palmitoyl Hexapeptide-12 (skin-restoring, skin-replenishing ingredient), Tribehenin, Ceramide NG (skin-replenishing ingredients), Tremella Fuciformis Sporocarp Extract (antioxidant), Allantoin (skin soothing), Montmorillonite (absorbent), Propylene Carbonate, Boron Nitride (texture enhancers), Dimethicone Crosspolymer-3 (film-forming agent), Betaine (hydration), Glycerin (skin-replenishing ingredient), Glycereth-12 (hydration), Glyceryl Cocoate (emulsifier), Triethoxycaprylylsilane (texture enhancer), Citric Acid (pH adjuster), Xanthan Gum (thickener), C12-15 Alkyl Benzoate (emollient), PEG-10 Phytosterol (skin-softening), Potassium Sorbate, Phenoxyethanol, Caprylyl Glycol, Sodium Benzoate (preservatives). May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","Level 0,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7",2.0,1
Makeup,Lip Balm & Treatment,,LIP & BODY TREATMENT BALM,21.00,"This astoundingly long-lasting, decadently emollient lip balm offers on-the-spot relief for dry, rough lips or for skin anywhere on the body, such as on the elbows, or even for the nails.
Dry/Very Dry Skin
Targeted relief for dry lips, cuticles, heels, and elbows
Banishes rough dry lips after one application
Concentrated formula has a rich substantial texture that lasts and lasts
What makes the product unique?
Lip & Body Treatment Balm blends classic well-researched emollients with nourishing non-fragrant plant oils, resulting in a unique formula that visibly transforms lips with the first application.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Lip & Body Treatment Balm offers immediate relief for dry, flaky lips, cuticles, heels, and elbows. From first use, its long-lasting, soothing application visibly leaves lips softer feeling than ever before. Unlike other lip-balms and similar products, LIP & BODY Treatment Balm doesn’t feel thick or waxy and omits ingredients like menthol and fragrant oils that can cause problems for lips. Instead, all you’ll feel is comfortably smooth lips and skin. Wear it every night at bedtime and banish dry rough skin forever.
How to use
Massage onto cuticles, elbows, knees, heels, lips—anywhere there is extremely dry or chapped skin. May be used as often as needed.
KEY INGREDIENTS
C10-30 Cholesterol/Lanosterol Esters, Lanolin, Tetrahexyldecyl Ascorbate, Wheat Germ Oil, Castor Oil, Tocopheryl Acetate, Bisabolol, Beeswax, Shea Butter, Petrolatum
PRODUCT INGREDIENTS
Ricinus Communis Seed Oil (castor oil/non-fragrant oil/emollient), Petrolatum (emollient), Euphorbia Cerifera Wax (candelilla wax/emollient/texture-enhancing), Lanolin (emollient), C10-30 Cholesterol/Lanosterol Esters (emollient/skin replenishing), Cera Alba, (beeswax/texture-enhancing), Ozokerite (texture-enhancing), Ethylhexyl Palmitate (emollient), Copernicia Cerifera Wax (carnauba wax/emollient/texture-enhancing), Butyrospermum Parkii Butter (shea butter/emollient/antioxidant), Jojoba Esters (emollient), Triticum Vulgare Germ Oil (wheat germ oil/non-fragrant oil/emollient), Bisabolol (skin-soothing), Tetrahexyldecyl Ascorbate (vitamin C/antioxidant), Tocopheryl Acetate (vitamin E/antioxidant), Trihydroxystearin (emollient), Hydrogenated Polyisobutene (emollient/texture-enhancing).",14 ml,3.75,4
Makeup,Lip Sunscreen,,LIPSCREEN SPF 50,,"This fragrance- and flavor-free lip balm with SPF protects against harmful UVA rays as it moisturizes and soothes dry, rough lips.
For All Skin Types
Non-greasy formula with no unpleasant taste
Broad-spectrum sun protection
Why is it different?
Lipscreen SPF 50 restores moisture to rough dry lips while protecting them from the damaging rays of the sun. This velvety-soft, long-lasting formula feels rich yet never greasy and doesn’t impart an unpleasant taste. The gentle, fragrance-free formula is ideal for all skin types, and works beautifully with lipstick.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Decreases the risk of skin cancer and early skin aging caused by the sun if used as directed with other sun protection measures.
Who is it for?
This lip balm is for anyone who wants to give their lips the dual benefit of broad-spectrum sun protection and long-lasting moisture.
How to use
Apply daily to soothe and prevent dry, chapped lips and keep them protected from UV exposure. Reapply as often as needed.
KEY INGREDIENTS
Hydrogenated Soybean Oil, Butyrospermum Parkii, Olea Europaea Fruit Oil, Jojoba Oil, Homosalate, Phytosterol, Theobroma Cacao Seed Butter, Octisalate, Tocopherol, Avobenzone, Octocrylene, Hydrogenated Olive Oil

PRODUCT INGREDIENTS
Active Ingredients: Avobenzone (3%), Homosalate (5%), Octisalate (5%), Octocrylene (2.5%)
Inactive Ingredients: Hydrogenated Soybean Oil (non-fragrant oil/antioxidant/emollient), Bis-Diglyceryl Polyacyladipate-2 (emollient), Hydrogenated Olive Oil (non-fragrant oil/antioxidant/emollient), Polyglyceryl-3 Diisostearate (emollient/texture-enhancing), Beeswax (texture-enhancing), Ozokerite (texture-enhancing), Hydrogenated Jojoba Oil (non-fragrant oil/emollient), Polyethylene (texture-enhancing), Hydrogenated Polycyclopentadiene (texture-enhancing), Microcrystalline Wax (texture-enhancing), Theobroma Cacao Seed Butter (cocoa butter/emollient/antioxidant), Silica (texture-enhancing), Tocopheryl Acetate (vitamin E/antioxidant), Butyrospermum Parkii Butter (shea butter/emollient/antioxidant), Olea Europaea Fruit Oil (olive oil/non-fragrant oil/antioxidant/emollient), Phytosterols (skin replenishing), Tocopherol (vitamin E/antioxidant), Hydrogenated Vegetable Oil (emollient), Copernicia Cerifera Wax (carnauba wax/texture-enhancing), Water (Aqua), Phenoxyethanol (preservative).",,3.0,1
Collections,Basic Skincare,Moisture Boost for Dry Skin,MOISTURE BOOST ONE STEP FACE CLEANSER,34.00,"This lotion cleanser quickly and gently lifts away impurities and makeup, leaving skin feeling refreshed but not tight or dry.
Normal to Dry Skin
Creamy skin-softening formula effectively removes makeup
Leaves skin beautifully soft yet thoroughly cleansed
Easily rinses with no residue or greasy feeling
Why is it different?
Moisture Boost One Step Face Cleanser offers the ease of an effective water-soluble cleanser with the feeling of a milky cleansing lotion perfect for normal to dry skin. This lightly lathering formula feels supremely silky but quickly removes all makeup including eye makeup. It rinses easily leaving skin beautifully soft without a trace of dryness.
All Paula’s Choice Skincare products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Unique cushioning ingredients combined with extremely gentle but effective cleansing agents clean skin while preserving skin’s vital moisture barrier. Skin will feel pampered, soft, and comfortably clean.
Who is it for?
Moisture Boost Cleanser is ideal for those with normal to dry skin. May also be used by those with slightly oily or combination skin that prefer a lotion-like texture.
How to use
Wet face and apply a small amount of cleanser to your face and eye area with vigorous, yet gentle, circular motions. Rinse well. To remove heavy makeup, repeat or use with a clean, wet washcloth.
KEY INGREDIENTS
Sodium Hyaluronate, Aloe Barbadensis, Chamomilla Recutita Flower Extract, Sodium PCA
PRODUCT INGREDIENTS
Water, Sodium Laureth Sulfate (gentle cleansing agent), Glycol Stearate (moisturizing texture enhancer), Methyl Gluceth-20 (skin-conditioning agent), Glyceryl Stearate (texture enhancer), Chamomilla Recutita (Matricaria) Flower Extract (soothing agent), Aloe Barbadensis Leaf Juice (water-binding agent), Cocamidopropyl Betaine (very mild cleansing/lather agent), Sodium Cocoyl Glutamate, Disodium Cocoyl Glutamate (cleansing agents), Sodium Hyaluronate, Sodium PCA (skin-replenishing ingredient), Hydroxyethylcellulose (texture enhancer), Caprylyl Glycol, Hexylene Glycol (preservatives), Propylene Glycol (texture enhancer), Citric Acid (pH balancer), Phytic Acid (chelating agent to soften hard water), Phenoxyethanol (preservative).","237 ml,473 ml,Sachet",4.75,4
Collections,Basic Skincare,Skin Recovery for Very Dry Skin,SKIN RECOVERY ADVANCED KIT,233.00,"Our complete SKIN RECOVERY collection for dry to very dry skin. This advanced system replenishes and rejuvenates dehydrated skin while creating a smoother, younger-looking, and more radiant complexion. Every product works in harmony to provide benefits that result in beautiful, rejuvenated skin.
Normal to Dry Skin; Dry/Very Dry Skin
Addresses the specific concerns of dry to very dry skin
Helps fight multiple signs of aging and sun damage
Includes 7 products: Cleanser, Toner, Exfoliant, Serum, Daytime Moisturizer with SPF, Nighttime Moisturizer, Mask
Why is it different?
This complete routine comprises seven expertly formulated products whose benefits build on each other, helping to restore and renew vital moisture and suppleness to dry, flaky skin while addressing signs of aging, sun damage, and environmental assault, including for skin around the eyes. The synergy and restorative benefits of this sophisticated routine will be visible from the very first day you use it. Our SKIN RECOVERY Advanced Kit will become a lifelong relationship you will never want to do without.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Each product in this kit works in harmony with the others to offer enhanced results and astounding improvements to amplify skin’s moisture levels like never before, smoothing skin, and providing a supple dewy feel while visibly addressing signs of aging. You’ll experience softer, younger-looking skin that’s better able to stave off dryness.
Who is it for?
SKIN RECOVERY Advanced Kit is for anyone with normal to very dry skin seeking a complete daytime and nighttime skincare routine formulated to restore lasting moisture, suppleness, radiance, and smoothness while addressing signs of aging, including wrinkles around the eyes.",",,",0,0
Collections,Basic Skincare,Skin Recovery for Very Dry Skin,SKIN RECOVERY ENRICHED CALMING TONER,34.00,"This hydrating toner soothes dry, flaky skin and helps revitalize and recover moisture loss while infusing skin with anti-aging antioxidants.
For Normal to Dry Skin
Improve and help defend against dehydration, environmental stress, and aging
Nourishes and comforts dry skin
Antioxidant-rich plant oils soothe and protect skin
Milky, hydrating formula
Why is it different?
Skin Recovery Enriched Calming Toner offers an oasis of relief to dry, thirsty skin. This carefully blended formula contains essential ingredients dry skin needs to improve and help defend against dehydration, environmental stress, and aging. It is an essential step in any skincare routine to renew skin after cleansing. Can also help remove the last traces of makeup.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Delivers key ingredients like skin-defending antioxidants, essential lipids and skin-restoring ingredients to help eliminate dry, flaky skin as it hydrates and leaves skin feeling smooth. It is so gentle, it’s suitable even for skin prone to eczema.
How to use
After cleansing, apply toner to a cotton pad and gently stroke over face and neck. Do not rinse. Follow with the rest of your morning or evening skincare routine. For daytime, finish with a broad-spectrum sunscreen rated SPF 30 or greater.
KEY INGREDIENTS
Glycerin, Borage Seed Oil, Ascorbyl Palmitate, Vitamin E, Vitamin C, Allantoin, Evening Primrose Oil, Tocopherol, Superoxide Dismutase, Tocopheryl Acetate, Panthenol, Niacinamide, Sodium Hyaluronate, Hydrogenated Lecithin
PRODUCT INGREDIENTS
Water (Aqua), Cyclopentasiloxane (hydration), Butylene Glycol (hydration), Glycereth-26 (hydration/texture-enhancing), Dimethiconol (hydration), Oenothera Biennis Oil (evening primrose oil/non-fragrant oil/antioxidant), Borago Officinalis Seed Oil (borage oil/non-fragrant oil/antioxidant), Sodium Hyaluronate (hydration/skin replenishing), Tocopheryl Acetate (vitamin E/antioxidants), Tocopherol (vitamin E/antioxidants), Ascorbyl Palmitate (vitamin C/antioxidant), Panthenol (skin replenishing), Allantoin (skin-soothing), Glycerin (hydration/skin replenishing), Hydrogenated Lecithin (skin-restoring), Caprylic/Capric Triglyceride (emollient), Niacinamide (vitamin B3/skin-restoring), Superoxide Dismutase (antioxidant), PEG-40 Hydrogenated Castor Oil (emollient), Linoleamidopropyl PG-Dimonium Chloride Phosphate (stabilizer), Laureth-4 (texture-enhancing), Laureth-23 (texture-enhancing), Disodium EDTA (stabilizer), Sodium Benzoate (preservative), Chlorphenesin (preservative), Phenoxyethanol (preservative), Benzoic Acid (preservative), Sorbic Acid (preservative).","190 ml,Sachet",4.5,2
Collections,Basic Skincare,Skin Recovery for Very Dry Skin,SKIN RECOVERY HYDRATING TREATMENT MASK,37.00,"A deeply hydrating face mask for dry to very dry skin that works overnight to restore a dewy, resilient, appearance and feeling of firmness for a visibly refined complexion.
For Dry to Very Dry Skin
Replenishes and calms skin
Antioxidants and plant oils nourish skin
Rich cream formula
Use on cleansed skin as often as desired
Why is it different?
Skin Recovery Hydrating Treatment Mask pairs some of the richest emollients with plant- and vitamin-based antioxidants to meet the thirsty needs of dehydrated, rough-textured, patchy skin. This exquisite moisturizing mask is like a big drink of water for skin, so you wake up with a renewed, younger-looking complexion.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.

What does it do?
Provides an outstanding combination of rich plant oils and essential lipids that dry, thirsty skin needs to replenish itself. Plant- and vitamin-based antioxidants visibly calm redness and signs of dehydration that can make skin look dull and uneven. The creamy formula instantly restores a look of radiance and banishes signs of dryness. Formulated to be gentle enough for sensitive skin, including skin prone to eczema.

How to use
Use on clean skin. Apply a generous layer all over the face and neck (if needed). Leave on for at least 20 minutes, or, if needed, overnight. Rinse thoroughly with tepid-to-warm water. May be used as often as needed.
KEY INGREDIENTS
Glycine Soja Sterols, Tocopherol, Linoleic Acid, Macadamia Nut Oil, Apricot Kernel Oil, Olive Oil/Olive Fruit Oil, Glycerin, Evening Primrose Oil, Tetrahexyldecyl Ascorbate, Phospholipid, Vitamin C, Sodium Hyaluronate, Borage Seed Oil, Ascorbyl Palmitate, Vitamin E, Caprylic/Capric Triglyceride, Tocopheryl, Acetate, Retinyl Palmitate, Glyceryl Behanate
PRODUCT INGREDIENTS
Water (Aqua), Propylene Glycol Dicaprylate/Dicaprate (hydration/emollient), Butylene Glycol (hydration), Glycerin (hydration/skin replenishing), Sorbitan Stearate (texture-enhancing), Caprylic/Capric Triglyceride (emollient/skin replenishing), Cetearyl Alcohol (emollient/texture-enhancing), Glyceryl Stearate (emollient/texture-enhancing), Dicaprylyl Ether (texture-enhancing), Ethyl Macadamiate (macadamia nut oil/emollient), Cyclopentasiloxane (hydration), Cyclohexasiloxane (hydration), Glyceryl Behenate/Eicosadioate (emollient/texture-enhancing), Borago Officinalis Seed Oil (borage oil/non-fragrant oil/antioxidant), Oenothera Biennis Oil (evening primrose/non-fragrant oil/antioxidant), Olea Europaea Fruit Oil (olive oil/non-fragrant oil/antioxidant), Prunus Armeniaca Kernel Oil (apricot oil/non-fragrant oil/ antioxidant), Glycine Soja Sterols (emollient/antioxidant), Tocopheryl Acetate (vitamin E/antioxidant), Tocopherol (vitamin E/antioxidant), Tetrahexyldecyl Ascorbate ( vitamin C/antioxidant), Ascorbyl Palmitate ( vitamin C/antioxidant), Linoleic Acid (skin-restoring), Phospholipids (skin-restoring), Sodium Hyaluronate (hydration/skin replenishing), Retinyl Palmitate (vitamin A/antioxidant), Sodium Dilauramidoglutamide Lysine (hydration/skin replenishing), Cetearyl Glucoside (emollient), Sclerotium Gum (texture-enhancing), Hectorite (texture-enhancing), Caprylyl Glycol (preservative), Ethylhexylglycerin (preservative), Phenoxyethanol (preservative).","118 ml,Sachet,Sachet Bundle",4.25,4
Collections,Basic Skincare,Hydralight for Combination Skin,HYDRALIGHT ONE STEP FACE CLEANSER,34.00,"A unique gel cleanser that easily removes excess oil, impurities, and makeup while leaving skin feeling refreshed and smooth.
Brown Spots, Extra Sensitive Skin, Redness, Rosacea
Oily, Combination Skin
Mild cleansing promotes healthy, luminous skin
Lightweight but concentrated gel formula
Why is it different?
Hydralight One Step Face Cleanser is an exceptionally gentle gel cleanser that effectively removes impurities and makeup while delivering a refreshed, refined complexion without dryness or residue. Even the most sensitive skin types can use this carefully formulated cleanser.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do? 
Skin replenishing ingredients along with mild, but effective cleansing agents preserve skin’s vital moisture barrier leaving skin free from impurities. Skin will feel refreshed and comfortably clean.
Who is this product for? 
Hydralight One Step Face Cleanser is ideal for those whose skin has minimal to visibly oily areas anywhere on the face. It is also ideal for those struggling with an oily T-zone (forehead, nose and chin) yet dry skin everywhere else.
How to use 
Wet face and apply a small amount of cleanser to your face and eye area with vigorous, yet gentle, circular motions. Rinse well. To remove heavy makeup, repeat or use with a clean, wet washcloth.
KEY INGREDIENTS
Sodium PCA, Allantoin, Sodium Hyaluronate, Glycerin
PRODUCT INGREDIENTS
Water, Glycerin (skin-replenishing ingredient), Sodium Laureth Sulfate (gentle cleansing agent), Sodium PCA (skin-replenishing ingredient), Sodium Lactate, Glycine, Fructose, Urea, Niacinamide, Inositol (water-binding agents), Sodium Benzoate (preservative), Lactic Acid (water-binding agent), Allantoin (soothing agent), Sodium Hyaluronate (skin-replenishing ingredient), PEG-7 Glyceryl Cocoate (texture enhancer), Sodium Hydroxymethylglycinate (stabilizer), Sodium Methyl Cocoyl Taurate (gentle cleansing agent), Xanthan Gum (texture enhancer), Triethanolamine (pH balancer), Carbomer (texture enhancer), Benzophenone-3 (stabilizer),Methylparaben, Propylparaben (preservatives).","237 ml,473 ml,Sachet",4.5,2
Collections,Basic Skincare,Skin Balancing for Very Oily Skin,POWER COUPLE: RESIST C15 & SKIN BALANCING ANTIOXIDANT SERUM,106.00,"This duo of an antioxidant serum and our best-selling booster with vitamin C work perfectly together to balance oily or combination skin and promote a brighter, more even skin tone while defending against environmental stressors and improving the appearance of wrinkles and loss of firmness.
Normal to Oily Skin; Combination Skin
Vitamin C and antioxidants brighten skin tone
Supercharged antioxidants help defend against environmental assault
Provides skin-quenching hydration
Includes 2 products: RESIST C15 Super Booster, SKIN BALANCING Super Antioxidant Concentrate Serum
Why is it different?
SKIN BALANCING Super Antioxidant Concentrate Serum has a unique weightless texture that supplies skin with an impressive mix of anti-aging antioxidants, peptides, and retinol. The RESIST C15 Super Booster enhances the results you will see with its effective mix of 15% vitamin C plus skin-hydrating ingredients.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
SKIN BALANCING Super Antioxidant Concentrate Serum weightlessly delivers an invisible layer of retinol and age-fighting antioxidants to defy the appearance of signs of aging. RESIST C15 Super Booster works in tandem with the serum to visibly improve the appearance of uneven skin tone, fine lines, and wrinkles as it helps to restore a firmer feel to skin.
Who is it for?
RESIST C15 Super Booster + SKIN BALANCING Super Antioxidant Concentrate Serum are ideal for those with combination to oily skin experiencing signs of aging and a dull, uneven skin tone.",",",5.0,1
Collections,Basic Skincare,Skin Balancing for Very Oily Skin,SKIN BALANCING OIL-ABSORBING MASK,37.00,"A mix of mineral clays work together to noticeably refine pore size and promote a healthy-looking, shine-free complexion.
For Oily, Combination Skin
Leaves skin looking refreshed and smooth
Sea whip and oatmeal soothe skin
Natural clays absorb excess oil
Use after cleansing at least once per week
Why is it different?
Skin Balancing Oil-Absorbing Mask contains an exclusive mix of natural clays plus skin-restoring and soothing ingredients to balance and revitalize combination, oily skin.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.

What does it do?
Balances skin by visibly absorbing excess oil without over-drying or making skin feel tight. The clay’s gentle drawing action helps dislodge debris from congested pores while soothing plant extracts help visibly calm skin. Rinses easily, leaving skin soft, matte, and smooth. Best of all, it is free of stress-causing ingredients, such as menthol, peppermint, or alcohol, which can make oily skin worse.

How to use
Use on clean skin. Apply a generous layer all over the face and neck (if needed). Let dry for 10-15 minutes. Rinse thoroughly with tepid-to-warm water. May be used as often as needed. Those with oily to very oily skin can use this mask several times per week, while those with normal to slightly oily skin can use it less frequently (once or twice per week, for example).
KEY INGREDIENTS
Sea Whip Extract, Phospholipid, Ascorbyl Palmitate, Kaolin, Salix Alba Extract, Bentonite, Bisabolol, Glycerin, Colloidal Oatmeal
PRODUCT INGREDIENTS
Water (Aqua), Kaolin (clay absorbent), Bentonite (white clay/absorbent), Glycerin (hydration/skin replenishing), Salix Alba Extract (willow bark extract/skin-soothing), Stearic Acid (texture-enhancing), Steareth-2 (texture-enhancing), Aloe Barbadensis Leaf Juice Powder (hydration/skin-soothing), Sea Whip Extract (skin-soothing), Colloidal Oatmeal (skin-soothing), Bisabolol (skin-soothing), Ascorbyl Palmitate (vitamin C/antioxidant), Tocopheryl Acetate (vitamin E/antioxidant), Phospholipids (hydration/skin replenishing), Panthenol (skin replenishing), Retinyl Palmitate (vitamin A/antioxidant), Caprylyl Glycol (preservative), Butylene Glycol (hydration), Ethylhexylglycerin (preservative), Hexylene Glycol (preservative), Disodium EDTA (stabilizer), Phenoxyethanol (preservative).","118 ml,Sachet,Sachet Bundle",3.5,4
Collections,Basic Skincare,Skin Balancing for Very Oily Skin,SKIN BALANCING ULTRA-SHEER DAILY DEFENSE SPF 30,42.00,"This unexpectedly lightweight daytime moisturizer for normal to oily skin helps protect against premature aging of skin with brilliant broad-spectrum SPF 30 protection.
Enlarged Pores
Normal to Oily Skin; Combination Skin
Helps maintain an even, younger-looking complexion
Soft matte finish
Lightweight fluid formula
Use as the last step in your daytime routine
Why is this different?
Skin Balancing Ultra-Sheer Daily Defense SPF 30 feels wonderfully light, but its broad-spectrum, oil-absorbing formula gives skin a nourishing supply of antioxidants to diminish the appearance of wrinkles and uneven skin tone and to smooth away dryness for younger-looking skin! It is the perfect option to help prevent premature aging of skin.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Skin Balancing Ultra-Sheer Daily Defense SPF 30 feels surprisingly light, yet provides trusted broad-spectrum protection from the aging rays of the sun. This daytime moisturizer does even more, offering weightless healthy hydration and a matte finish that helps keep excess shine in check. Meanwhile, an exclusive blend of skin-restoring ingredients and research-proven antioxidants work to help prevent the appearance of signs of aging.
Who is it for?
Skin Balancing Ultra-Sheer Daily Defense SPF 30 is ideal for those with normal to combination or oily skin who want to help skin look more balanced, to help prevent premature aging of skin, and to provide a more hydrated look.
How to use
Use as the last step in your AM skincare routine. Apply liberally 15 minutes before sun exposure. If you don’t apply liberally, you will need to reapply every two hours after your skin is exposed to direct sunlight. If you plan to swim or perspire you must apply a water-resistant sunscreen. 
KEY INGREDIENTS
Octocrylene, Phospholipid, Adenosine, Boerhavia Diffusa Root Extract, Silica, Salix Alba Extract, Avobenzone, Superoxide Dosmutase, Ascorbyl Palmitate, Bisabolol, Homosalate, Cameillia Sinesis, Gingko Biloba Leaf Extract, Tocopherol, Colloidal Oatmeal, Oxybenzone

PRODUCT INGREDIENTS
Active Ingredients: Avobenzone 3%, Homosalate 7%, Octocrylene 2%, Oxybenzone 4%

Other Ingredients:Water (Aqua), Butylene Glycol (hydration), Silica (texture-enhancing), Aluminum Starch Octenylsuccinate (texture-enhancing), Cetyl Dimethicone (hydration/texture-enhancing), Camellia Sinensis Leaf Extract (green tea extract/antioxidant), Aloe Barbadensis Leaf Juice Powder (hydration), Ascorbyl Palmitate (vitamin C/antioxidant), Phospholipids (skin-restoring), Superoxide Dismutase (antioxidant), Adenosine (skin-restoring), Tocopherol (vitamin E/antioxidant), Bisabolol (skin-soothing), Boerhavia Diffusa Root Extract (antioxidant/skin-soothing), Colloidal Oatmeal (skin-soothing), Panthenol (skin replenishing), Ginkgo Biloba Leaf Extract (antioxidant), Salix Alba Bark Extract (willow herb extract/skin-soothing), Acrylate/C10-30 Alkyl Acrylate Crosspolymer (texture-enhancing), Titanium Dioxide (texture-enhancing), Sodium Hydroxide (pH balancing), Steareth-21 (texture-enhancing), Steareth-2 (texture-enhancing), Polysorbate 20 (texture-enhancing), Disodium EDTA (stabilizer), Phenoxyethanol (preservative), Sorbic Acid (preservative).","60 ml,Sachet",4.5,2
Collections,Acne,Clear,CLEAR ACNE REGULAR STRENGTH ESSENTIAL KIT,88.00,"This 3-step routine quickly combats and controls acne and breakouts, unclogs pores and calms redness without causing dryness or flaking.
Acne Breakouts, Enlarged Pores
For All Skin Types
Effectively, gently, and quickly combats acne and clogged pores
Easy-to-use skin-purifying system
Why is it different?
This 3-step routine quickly gets mild to moderate acne under control—without causing dryness, flaking, redness, or discomfort. The lightweight formulas are gentle yet tough on breakouts, working together to provide skin-perfecting, pore-clearing, and hydrating benefits. Use daily to successfully maintain your results.
This kit includes: 
Clear Acne Face Wash (177ml) 
Clear Acne Regular Strength Exfoliating Treatment 2% BHA (Salicylic Acid) (118ml) 
Clear Acne Regular Strength Cream 2.5% BP (67ml)
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
All the products in this kit work to lessen excess oil, unclog and shrink enlarged pores, dislodge blackheads, and help control mild to moderate acne breakouts—and keep them under control. Unlike many acne products, our Clear collection works without causing dryness or redness, or exposing skin to harsh ingredients.
How to use
Step 1 Cleanser: AM/PM
Step 2 Exfoliant: AM and/or PM
Step 3 Treatment: AM and/or PM",,4.333333333333333,3
